benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,rerun_priority,rerun_reason,summary_marker_errors,summary_failure_lower_bound,trajectory,error_response_details,result_index_status
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,django__django-13964,structured-summarize-partial,run_2,priority,summary_marker_error,16,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/django__django-13964/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00031.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,django__django-14580,structured-summarize-partial,run_3,priority,summary_marker_error,15,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/django__django-14580/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00032.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,django__django-14915,structured-summarize-partial,run_2,priority,summary_marker_error,17,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/django__django-14915/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00033.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,django__django-14999,structured-summarize-partial,run_1,priority,summary_marker_error,15,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/django__django-14999/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00035.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,django__django-14999,structured-summarize-partial,run_2,priority,summary_marker_error,17,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/django__django-14999/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00036.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,django__django-14999,structured-summarize-partial,run_3,priority,summary_marker_error,3,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/django__django-14999/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00037.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,django__django-17087,structured-summarize-partial,run_1,priority,summary_marker_error,17,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/django__django-17087/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00038.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,django__django-17087,structured-summarize-partial,run_2,priority,summary_marker_error,24,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/django__django-17087/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00039.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-10297,structured-summarize-partial,run_1,priority,summary_marker_error,11,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-10297/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00040.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-10297,structured-summarize-partial,run_2,priority,summary_marker_error,34,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-10297/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00041.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-10297,structured-summarize-partial,run_3,priority,summary_marker_error,16,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-10297/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00042.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-10908,structured-summarize-partial,run_1,priority,summary_marker_error,2,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-10908/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00043.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-10908,structured-summarize-partial,run_3,priority,summary_marker_error,18,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-10908/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00044.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-11310,structured-summarize-partial,run_2,priority,summary_marker_error,4,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-11310/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00045.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-11310,structured-summarize-partial,run_3,priority,summary_marker_error,19,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-11310/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00046.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-11578,structured-summarize-partial,run_3,priority,summary_marker_error,2,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-11578/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00047.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-13328,structured-summarize-partial,run_1,priority,summary_marker_error,13,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-13328/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00048.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-13328,structured-summarize-partial,run_2,priority,summary_marker_error,21,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-13328/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00049.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-13328,structured-summarize-partial,run_3,priority,summary_marker_error,11,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-13328/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00050.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-13779,structured-summarize-partial,run_2,priority,summary_marker_error,16,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-13779/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00051.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-14496,structured-summarize-partial,run_2,priority,summary_marker_error,17,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-14496/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00053.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-15100,structured-summarize-partial,run_1,priority,summary_marker_error,50,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-15100/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00054.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-15100,structured-summarize-partial,run_3,priority,summary_marker_error,1,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-15100/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00055.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-25747,structured-summarize-partial,run_3,priority,summary_marker_error,1,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-25747/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00057.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-26323,structured-summarize-partial,run_1,priority,summary_marker_error,6,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-26323/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00058.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-26323,structured-summarize-partial,run_2,priority,summary_marker_error,52,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-26323/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00059.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-11618,structured-summarize-partial,run_3,priority,summary_marker_error,26,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-11618/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00060.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-13031,structured-summarize-partial,run_2,priority,summary_marker_error,21,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-13031/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00062.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-13031,structured-summarize-partial,run_3,priority,summary_marker_error,5,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-13031/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00063.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-13091,structured-summarize-partial,run_1,priority,summary_marker_error,16,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-13091/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00064.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-13091,structured-summarize-partial,run_3,priority,summary_marker_error,15,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-13091/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00065.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-13757,structured-summarize-partial,run_1,priority,summary_marker_error,16,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-13757/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00066.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-13757,structured-summarize-partial,run_2,priority,summary_marker_error,15,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-13757/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00067.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-15017,structured-summarize-partial,run_1,priority,summary_marker_error,18,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-15017/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00068.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-15017,structured-summarize-partial,run_3,priority,summary_marker_error,2,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-15017/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00070.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-15345,structured-summarize-partial,run_1,priority,summary_marker_error,4,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-15345/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00071.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-15345,structured-summarize-partial,run_2,priority,summary_marker_error,5,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-15345/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00072.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-15345,structured-summarize-partial,run_3,priority,summary_marker_error,1,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-15345/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00073.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-17630,structured-summarize-partial,run_2,priority,summary_marker_error,14,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-17630/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00074.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-17630,structured-summarize-partial,run_3,priority,summary_marker_error,89,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-17630/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00075.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-24066,structured-summarize-partial,run_2,priority,summary_marker_error,1,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-24066/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00077.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-24066,structured-summarize-partial,run_3,priority,summary_marker_error,1,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-24066/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00078.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-24443,structured-summarize-partial,run_1,priority,summary_marker_error,15,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-24443/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00079.txt,recorded
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-24443,structured-summarize-partial,run_2,priority,summary_marker_error,92,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-24443/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/00080.txt,recorded
